group,chat_input,chat_response,chat_bot_type
faq,What is the likelihood of working a covid-19 vaccine in the next few months,"Not yet. To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019. However, those affected should receive care to relieve symptoms. People with serious illness should be hospitalized. Most patients recover thanks to supportive care.. . Possible vaccines and some specific drug treatments are under investigation. They are being tested through clinical trials. WHO is coordinating efforts to develop vaccines and medicines to prevent and treat COVID-19.. . The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue, and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. (See Basic protective measures against the new coronavirus).",faq
faq,Where is coronavirus from,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,Can you make effective hand sanitiser at home,"Handwashing with soap and water for at least 20 seconds is the best way to protect yourself and your family from getting sick! This is important to do regularly - everytime you wash your hands - but especially after blowing your nose, coughing, sneezing, going to the restroom, and before eating or preparing food? If you do not have soap and water available, please use an alcohol based hand sanitizer that has at least 60% alcohol.",faq
faq,when will it go away,"It depends, and is often decided on a case-by-case basis. The CDC guidance currently says it is okay to release someone from isolation if they have met the following requirements:  * The individual has no more fever without use of fever-reducing medications  * The individual no longer showing symptoms like the cough * The individual has tested negative on at least two tests that have been collected at least 24 hours apart",faq
faq,I would like to know how long I will have to wait for my results after I've been tested,"If you have developed symptoms like fever, cough, and/or difficulty breathing, and you have been in close contact with a person known to have COVID-19, or they have recently traveled to an area with ongoing spread of COVID-19, yes. Stay home and call your health care provider. Older patients and individuals who have severe underlying medical conditions should contact their healthcare providers earlier, even if the illness seems mild. If your symptoms are severe - like you are having persistent pain/pressure in chest, new confusion or inability to arouse, or bluish lips or face, contact healthcare provider or go to the emergency room - it is important to seek care immediately. Your doctor will determine if you have symptoms of COVID-19 and whether you should be tested?",faq
faq,what are the symptoms of covid-19,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,How should you limit contact,"The following measures ARE NOT effective against COVID-2019 and can be harmful:. . Smoking. Wearing multiple masks. Taking antibiotics (See question 10 ""Are there any medicines of therapies that can prevent or cure COVID-19?""). In any case, if you have fever, cough and difficulty breathing seek medical care early to reduce the risk of developing a more severe infection and be sure to share your recent travel history with your health care provider.",faq
faq,Is it easier to catch than the flu,"Yes. It is actively spreading person to person. The CDC recommends that those who have COVID-19 are isolated either at a hospital or at home, depending on how sick they are, until they are no longer at risk of infecting others.",faq
faq,How has it affected different regions of the world,"All 50 states in the U.S., as well as D.C., Puerto Rico, Guam, and the U.S. Virgin Islands have reported presumptive positive cases of COVID-19.",faq
faq,where did covid-19 originate,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,What is long covid,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
faq,How do I protect myself from covid,"By having them practice the same things you have to do! Washing hands with soap and water for at least 20 seconds, avoiding people who are sick, cleaning and disinfecting high touch surfaces in household common areas (e.g. tables, chairs, doorknobs, etc.), and laundering items like plush toys.",faq
faq,who is most at risk,"Older adults (people over the age of 65), those who live in nursing homes or long term care facilities, people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",faq
faq,Where did Covid-19 originate,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,Is the number of deaths decreasing,This interactive map by the Johns Hopkins University provides updated information by country about the number of confirmed Covid19 cases and deaths: https://coronavirus.jhu.edu/map.html.,faq
faq,what are the most common symptoms,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,What symptoms do you have,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,How dangerous is covid-19,"Currently, those at greatest risk of infection are persons who have had prolonged, unprotected close contact with a patient with symptomatic, confirmed COVID-19 and those who live in or have recently been to areas with sustained transmission.",faq
faq,Do other people in my household have to isolate until I get my results,"If you have developed symptoms like fever, cough, and/or difficulty breathing, and you have been in close contact with a person known to have COVID-19, or they have recently traveled to an area with ongoing spread of COVID-19, yes. Stay home and call your health care provider. Older patients and individuals who have severe underlying medical conditions should contact their healthcare providers earlier, even if the illness seems mild. If your symptoms are severe - like you are having persistent pain/pressure in chest, new confusion or inability to arouse, or bluish lips or face, contact healthcare provider or go to the emergency room - it is important to seek care immediately. Your doctor will determine if you have symptoms of COVID-19 and whether you should be tested?",faq
faq,What is Coronavirus,"Coronavirus are a type of virus - there are many kinds, and some of them can cause disease. Examples of coronaviruses include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrome (MERS-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   COVID19 is a novel coronavirus that has been recently identified.   [[Would you like more information on COVID19?]] [[Would you like to know the symptoms of COVID19?]]    ",faq
faq,What is Coronavirus,"Coronavirus are a type of virus - there are many kinds, and some of them can cause disease. Examples of coronaviruses include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrome (MERS-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   COVID19 is a novel coronavirus that has been recently identified.   [[Would you like more information on COVID19?]] [[Would you like to know the symptoms of COVID19?]]    ",faq
faq,How long can it last,"Most people with mild coronavirus illness will recover on their own. If you are concerend about your symptoms, you should self-monitor and consult your health care provider. They may recommend steps you can take to relieve symptoms. At this time, there is no vaccine for COVID-19 that is authorized to treat or protect against COVID-19. If you have received a flu vaccine, it will not protect against coronaviruses",faq
faq,Can I have more information on MERS,"MERs is Middle East Respiratory Syndrome. It is also caused by coronavirus, similar to COVID-19. This virus was first reported in 2012 in Saudi Arabia. Their symptoms are severe acute respiratory illness which includes fever, cough, and shortness of breath. The virus does not pass easily person-to-person unless there is close contact, which includes providing unprotected care to a patient.  [[Would you like more information?]] SARS-CoV-2 means Severe Acute Respiratory Syndrome Coronavirus 2. It is the virus that leads to the coronavirus disease, also known as COVID-19.",faq
faq,what is a coronavirus,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
faq,What are the long term effects,"Unfortunately, it is not possible to predict how long the outbreak will last and how the epidemic will unfold. We are dealing with a new virus and therefore a lot of uncertainty remains. For instance, it is not known whether transmission within the EU/EEA will naturally decrease during the northern hemisphere summer, as is observed for seasonal influenza.. ",faq
faq,How long is the incubation rate pof Covid-19,"The “incubation period” means the time between catching the virus and beginning to have symptoms of the disease. Most estimates of the incubation period for COVID-19 range from 1-14 days, most commonly around five days. These estimates will be updated as more data become available.",faq
faq,Is there any treatments available,"At this time, there are no natural health products that are authorized to treat or protect against COVID-19.",faq
faq,What is person-to-person contact,"Older adults (people over the age of 65), those who live in nursing homes or long term care facilities, people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",faq
faq,What are the symptoms of Covid-19,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,"Yes, Can you explain the symptoms Please","Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,Is there a vaccine nearly ready,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ",faq
faq,"Yes, Can you explain the symptoms Please","Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,Who is most at risk,"Older adults (people over the age of 65), those who live in nursing homes or long term care facilities, people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",faq
faq,Kiedy będzie koniec świata,This is a type of personal protective equipment that people can use to protect themselves from airborne particles (like respiratory droplets from COVID19) and from liquid contaminating their face.,faq
faq,What are the risk factors associated with getting more severe form of COIVID19,"Early information out of China, where COVID-19 first started, shows that some people are at higher risk of getting very sick from this illness. This includes:. . Older adults (65+). Individuals with compromised immune systems. Individuals who have serious chronic medical conditions like:. Heart disease. Diabetes. Lung disease. If you are at higher risk for serious illness from COVID-19 because of your age or health condition, it is important for you to take actions to reduce your risk of getting sick with the disease, including: . . Isolate at home and practice social distancing.. Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing, or having been in a public place.. Avoiding touching eyes, nose or mouth with unwashed hands.. Avoid close contact with people who are sick, and stay away from large gatherings and crowds.. Consider ways of getting food brought to your house through family, social, or commercial networks.. It is also important that you listen to public health officials who may recommend community actions to reduce potential exposure to COVID-19, especially if COVID-19 is spreading in your community.. . For more information visit the CDC's website.. ",faq
faq,What has research shown about the spread of covid-19,"People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.. . WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.    ",faq
faq,Is ventilator treatment effective,"They are any types of secretions that come from your nose and mouth. This could include droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door knobs, elevator buttons and faucets.  [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
faq,more information of SARS,"SARS is Severe Acute Respiratory Syndrome. It was identified in 2003, and first infected people in the Guangdong province of Southern China in 2002. It is thought to be an animal virus, though the animal source has not yet been identified. It transmits person-to-person, and has influenza-like symptoms, which include fever, malaise, headaches, diarrhea, and shivering. Currently, SARS-CoV is not being transmitted anywhere in the world. Since the 2003 epidemic, it has appeared four times due to laboratory accidents.   [[Would you like more information?]] SARS-CoV-2 means Severe Acute Respiratory Syndrome Coronavirus 2. It is the virus that leads to the coronavirus disease, also known as COVID-19. Unlike SARS, in Covid-19, patients become highly infectious before they become seriously ill, explaining at least in part why Covid-19 acts like a super-SARS.",faq
faq,Is there any treatment for covid 19,"Most people with mild coronavirus illness will recover on their own. If you are concerend about your symptoms, you should self-monitor and consult your health care provider. They may recommend steps you can take to relieve symptoms. At this time, there is no vaccine for COVID-19 that is authorized to treat or protect against COVID-19. If you have received a flu vaccine, it will not protect against coronaviruses",faq
faq,Is there any treatment for covid 19,"Most people with mild coronavirus illness will recover on their own. If you are concerend about your symptoms, you should self-monitor and consult your health care provider. They may recommend steps you can take to relieve symptoms. At this time, there is no vaccine for COVID-19 that is authorized to treat or protect against COVID-19. If you have received a flu vaccine, it will not protect against coronaviruses",faq
faq,Can animals catch covid-19,"There is currently no evidence to suggest that this virus is circulating in animals in Canada.  It is possible that some types of animals can be infected with COVID-19 but there is no evidence that pets or other animals can spread the virus. There are still many unknowns about COVID-19 and this is an area that remains to be studied and understood.  Until we know more, if you have been diagnosed with COVID-19 and have a pet or other animal: avoid close contact with them, do not snuggle or kiss them, or let them lick you, sit on your lap, or sleep in your bed, practice good cough etiquette, avoid coughing and sneezing on your animals, have another member of your household care for your animals (if this is not possible, always wash your hands before touching or feeding them), and limit your animal's contact with other people and animals (this may mean keeping them indoors)  To date, there have not been any reports of livestock being infected by COVID-19 anywhere. However, livestock producers should follow normal biosecurity measures as always. This includes limiting visitors or workers who may have travelled to, or been in contact with, someone from an affected area.",faq
faq,Which age group is most at risk,"Older adults (people over the age of 65), those who live in nursing homes or long term care facilities, people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",faq
faq,What is an IPC,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
faq,maseczka ochronna,This is a type of personal protective equipment that people can use to protect themselves from airborne particles (like respiratory droplets from COVID19) and from liquid contaminating their face.,faq
faq,Where are the highest numbers by country,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,What are the common symptoms of covid19,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,hello,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,How do I catch it,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
faq,Hi how are you,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,what do you do if you think you have symptoms,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,How can it be spread,"Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected.",faq
faq,When did coronavirus start,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,what do you do if you think you have symptoms,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,Are certain gene types more at risk,"Generally elderly people and those with underlying health conditions (e.g. hypertension, diabetes, cardiovascular disease, chronic respiratory disease and cancer) are considered to be more at risk of developing severe symptoms.",faq
faq,When was it founded,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,whovcan get it,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,What is the percentage of mild cases so far,"The most common symptoms are fever, tiredness and dry cough. Some people exprience nasal congestion, aches and pains, runny nose, sore throat, and diarrhea. Most symptoms usually begin mild and slowly. Some people don't even show symptoms despite being infected with COVID19, and generally continue to feel well.",faq
faq,How many cases are there,This interactive map by the Johns Hopkins University provides updated information by country about the number of confirmed Covid19 cases and deaths: https://coronavirus.jhu.edu/map.html.,faq
faq,houggjgdcv,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,antivirus mask,"Isolation refers to separating people who are sick from those who are healthy to limit and stop the spread of a disease.  Quarantine refers to separating people who are well that may have been exposed to COVID-19 and seeing if they end up developing it. They may have been exposed to it and don't know, or they may have it and not show symptoms (also known as asymptomatic carriers). This also helps limit spread of disease.",faq
faq,What ya the incubation period,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,thanks,"The most common symptoms are fever, tiredness and dry cough. Some people exprience nasal congestion, aches and pains, runny nose, sore throat, and diarrhea. Most symptoms usually begin mild and slowly. Some people don't even show symptoms despite being infected with COVID19, and generally continue to feel well.",faq
faq,ask me a question,"If you have the symptoms of COVID-19 and want to get tested, call your state or local health department or a medical provider. Please note that while test supplies are increasing, it may be difficult to find a place to get tested.   [[Would you like to know the symptoms of COVID19?]] People may experience the following: cough, fever, tiredness, and difficulty breathing. These symptoms may appear 2-14 days after exposure to COVID19. If you develop any emergency warning signs - it is important to get medical attention immediately. These are: having trouble breathing, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face. You also may be at higher risk from COVID19 if you are over the age of 65, live in a nursing home or long-term care facility, or have other high-risk conditions (e.g. chronic lung disease, serious heart conditions, asthma, immunocomprimised, severe obesity, diabetes, etc.) ",faq
faq,How long before a vaccine is developed,"There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.. . The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy. ",faq
faq,Can I catch it from door handles,"Currently, there is no evidence of food or food packaging being associated with transmission of COVID-19. Like other viruses, it is possible that the virus that causes COVID-19 can survive on surfaces or objects. For that reason, it is critical to wash your hands often, including utensils. Currently, there is no evidence of food or food packaging being associated with transmission of COVID-19. However, the virus that causes COVID-19 is spreading from person-to-person in some communities in the U.S. The CDC recommends that if you are sick, stay home until you are better and no longer pose a risk of infecting others. Anyone handling, preparing and serving food should always follow safe food handling procedures, such as washing hands and surfaces often.",faq
faq,How many people have died from coronavirus,"There are many types of coronaviruses. Some only cause illness in people, and some only infect animals. COVID-19 is likely due to an animal coronavirus being able to infect and spread among people. In the past, there was Middle East Respiratory Syndrom (MERS) and Severe Acute Respiratory (SARS) which are both coronaviruses that came from animals and spread among people.   [[Would you like more information on MERs?]] MERs is Middle East Respiratory Syndrome. It is also caused by coronavirus, similar to COVID-19. This virus was first reported in 2012 in Saudi Arabia. Their symptoms are severe acute respiratory illness which includes fever, cough, and shortness of breath. The virus does not pass easily person-to-person unless there is close contact, which includes providing unprotected care to a patient.  [[Would you like more information?]] SARS is Severe Acute Respiratory Syndrome. It was identified in 2003. It is thought to be an animal virus, though the animal source has not yet been identified. It transmits person-to-person, and has influenza-like symptoms, which include fever, malaise, headaches, diarrhea, and shivering. Currently, SARS-CoV is not being transmitted anywhere in the world. Since the 2003 epidemic, it has appeared four times due to laboratory accidents.",faq
faq,will there be a cure for covid-19,"Most people with mild coronavirus illness will recover on their own. If you are concerend about your symptoms, you should self-monitor and consult your health care provider. They may recommend steps you can take to relieve symptoms. At this time, there is no vaccine for COVID-19 that is authorized to treat or protect against COVID-19. If you have received a flu vaccine, it will not protect against coronaviruses",faq
faq,this is confusing,"The risk posed by a virus outbreak depends on factors including how well it spreads between people, the severity of the illness it causes, and the medical or other measures we have to control the impact of the virus (for example, vaccine or treatment medications).. . COVID-19 is spreading in several communities in Washington, the risk of exposure is increasing for people who live in our state.. Healthcare workers caring for patients with COVID-19 are at elevated risk of exposure.. Those who have had close contact with persons with COVID-19 are at elevated risk of exposure.. Travelers returning from affected international locations where community spread is occurring are at elevated risk of exposure.. Our knowledge of COVID-19 is still rapidly evolving. The risk assessment will be updated as needed.",faq
faq,is there a cure,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ",faq
faq,What is the best way to prevent and protect one from getting COVID19,"By having them practice the same things you have to do! Washing hands with soap and water for at least 20 seconds, avoiding people who are sick, cleaning and disinfecting high touch surfaces in household common areas (e.g. tables, chairs, doorknobs, etc.), and laundering items like plush toys.",faq
faq,when will I be asked a question,"If you have the symptoms of COVID-19 and want to get tested, call your state or local health department or a medical provider. Please note that while test supplies are increasing, it may be difficult to find a place to get tested.   [[Would you like to know the symptoms of COVID19?]] People may experience the following: cough, fever, tiredness, and difficulty breathing. These symptoms may appear 2-14 days after exposure to COVID19. If you develop any emergency warning signs - it is important to get medical attention immediately. These are: having trouble breathing, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face. You also may be at higher risk from COVID19 if you are over the age of 65, live in a nursing home or long-term care facility, or have other high-risk conditions (e.g. chronic lung disease, serious heart conditions, asthma, immunocomprimised, severe obesity, diabetes, etc.) ",faq
faq,How long can the virus stay on surface,"A recent study shows that the virus can live in the air and on surfaces from several hours to several days. On plastic, it can live for up to 72 hours (3 days). On stainless steel, it can live for up to 48 hours (2 days). On cardboard, it can live up to 24 hours (1 day). On copper, it can live up to four hours. It is detectable in the air for up to three hours. However, the amount of virus that remains is quite minimal - so the risk is still relatively low to contract COVID19 from these surfaces.  It is still important to regularly clean and disinfect high-touch surfaces as well as packages and mail that come through. Remember to wash your hands frequently with soap and water or an alcohol based hand sanitizer (60%). ",faq
faq,What is the incubation period of the illnesses,"It is currently thought that an infected person can go up to 14 days before noticing any symptoms. According to WHO, the incubation period is, on average, five to six days.. ",faq
faq,how long does it live on surfaces,"A recent study shows that the virus can live in the air and on surfaces from several hours to several days. On plastic, it can live for up to 72 hours (3 days). On stainless steel, it can live for up to 48 hours (2 days). On cardboard, it can live up to 24 hours (1 day). On copper, it can live up to four hours. It is detectable in the air for up to three hours. However, the amount of virus that remains is quite minimal - so the risk is still relatively low to contract COVID19 from these surfaces.  It is still important to regularly clean and disinfect high-touch surfaces as well as packages and mail that come through. Remember to wash your hands frequently with soap and water or an alcohol based hand sanitizer (60%). ",faq
faq,what is the average duration people are contagious with covid,"Yes. It is actively spreading person to person. The CDC recommends that those who have COVID-19 are isolated either at a hospital or at home, depending on how sick they are, until they are no longer at risk of infecting others.",faq
faq,do children suffer worse than adults with corona,"Currently, children are not at a higher risk of getting COVID-19 than adult. Some kids and infants have been sick with COVID-19, but it is still adults who make up most of the cases we are seeing today. If a child gets COVID-19, their symptoms are going to be similar to the symptoms adults get. This includes: cold-like symptoms like fever, runny nose, and cough. Vomiting and diarrhea are also possible.   [More information on how to stay safe and healthy] It is still important that your child help stop the spread of COVID-19 by practicing the same things you are doing to stay healthy and safe. This includes cleaning hands often with soap water, or an alcohol based hand sanitizer, avoiding people who ar sick, and cleaning/disinfecting high-touch surfaces regularly.",faq
faq,what is the recommended distance between other people,"It depends, and is often decided on a case-by-case basis. The CDC guidance currently says it is okay to release someone from isolation if they have met the following requirements:  * The individual has no more fever without use of fever-reducing medications  * The individual no longer showing symptoms like the cough * The individual has tested negative on at least two tests that have been collected at least 24 hours apart",faq
faq,what is the recommended distance between other people,"It depends, and is often decided on a case-by-case basis. The CDC guidance currently says it is okay to release someone from isolation if they have met the following requirements:  * The individual has no more fever without use of fever-reducing medications  * The individual no longer showing symptoms like the cough * The individual has tested negative on at least two tests that have been collected at least 24 hours apart",faq
faq,What are the common symptoms,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
